company,country,city,postcode,hall,stand,segment,description,id
AMiT Transportation s.r.o.,Czechia,Praha 5,158 00,Hall 27,531,Railway Technology,"AMiT Transportation s.r.o. – a European supplier of safe and reliable systems for rail and public transport. In-house HW and SW development, manufacturing and testing under one roof. CRA Ready solutions.",1002205
AMM Manufacturing - Member of MIND Group,Serbia,Kragujevac,34325,Hall 8.1,360,Railway Technology,"AMM Manufacturing specializes in the production of aluminum and steel carbody parts for Rail vehicles. Putting the quality of its products first, AMM Manufacturing has become an important link in supply chain and partner to the world's largest OEMs in the field of the Railway industry.",1002209
Ampetronic Ltd,United Kingdom,Newark,NG24 4XB,Hall 2.2,460,Public Transport,"Auracast™ is arriving at Innotrans. Auri™ enables high-quality, low-latency audio directly to passengers’ devices, supporting accessible, multilingual communication across transport environments.",1002226
Amphenol Tuchel Industrial GmbH,Germany,Heilbronn,74080,Hall 27,650,Railway Technology,,1002233
AMPHERR AG,Germany,Neuss,41468,Hall 15.1,260,Railway Technology,"We are delivering state of the art, smart energy storage systems for all kinds of electrical vehicles and stationary applications, which are based on various chemical variants of Lithium-Ion cells like NMC, LTO and LFP.",1002235
Amsted Digital Solutions,United States of America,Chicago,60606-6604,Hall 20,265,Railway Technology,,1227309
Amsted Rail,United States of America,Chicago,60606,Hall 20,265,Railway Technology,"Amsted Rail is a leading global provider of railcar systems and components with a broad array of advanced solutions across the freight, transit and telematics technology sectors.",1002247
AMT Rail Road B.V.,Netherlands,Breda,4838GZ,Outdoor Display,O/184; O/185; O/245,Railway Technology; Railway Infrastructure; Outdoor Display,"AMT Rail Road develops, manufactures and delivers unique tools for on and around tracks. The machines are developed together with you and built to your specifications, requirements and stated legislation and regulations. Machines such as road-rail vehicles (rail excavators and dumpers), railtrail...",1002268
Amurrio Ferrocarril y Equipos S.A.,Spain,Amurrio,01470,Hall 26,880c,Railway Infrastructure,"We make railway turnouts for tramway, crossings, metro, high speed, mining, heavy haul",1002271
ANAMET EUROPE B.V.,Netherlands,AMSTERDAM,1046 AW,Hall 12,400,Railway Technology,"Anamet Europe BV specializes in flexible connection and protection systems. We provide expert support to customers worldwide, across various markets, including the RAIL INDUSTRY - meet us at Hall 12 #400.",1002287
ANAND INTERNATIONAL,India,SURAT,394510,Hall 14.1,230,Interiors,,1225399
AND HITECH INDUSTRIES LIMITED,India,"Greater Noida,Gautambuddha Nagar",201306,Hall 1.2,290,Railway Technology,"We are specialized in All types of Brake Disc, Brake Pad, Dampers , HVAC, Pantograph , FIBA & ASCE.",1218560
ANDRE ABRASIVE ARTICLES Spółka z o.o. Sp.k.,Poland,Koło,62-600,Hall 5.2,140,Railway Infrastructure,"Andre Abrasive Articles designs, manufactures and supplies a wide range of general-purpose and special abrasive tools: grinding and cutting-off wheels, segments and hand stones made of hard bonded abrasives (Aluminum Oxide and Silicon Carbide) with vitrified and resin bonding agents.

	

	Our c...",1002370
ANDREW an Amphenol company,Germany,Buchdorf,86675,Hall 7.1b,310,Railway Technology,"At ANDREW, we believe that a better-connected future is possible. Since 1937, we have worked with customers around the world to advance wireless communications technology and create smarter, higher-performance connectivity experiences.",1225844
ANDRITZ Metals Germany GmbH,Germany,Hemer,58675,Hall 21,670,Railway Technology,ANDRITZ Metals Germany delivers furnace systems and combustion solutions for thermal processing in the metals industry. The portfolio covers continuous and batch-type furnaces as well as burners and heating systems for high-temperature applications.,1225550
ANDRITZ Schuler Pressen GmbH,Germany,Göppingen,73033,Hall 21,670,Railway Technology,"Railway - On the right track.
System solutions for the railway industry. Turnkey Forging Lines for Railway Wheels Axles and Switches.",1036235
Anglo Belgian Corporation,Belgium,Gent,9000,Hall 18,400,Railway Technology,"Anglo Belgian Corporation (ABC or ABC Engines), located in Ghent since 1912, is one of Europe's leading manufacturers of medium-speed internal combustion engines, with a power range from 600 kW to 10.5 MW per engine.",1000317
"Anhui Gangtai Rail Transit Technology Group Co., Ltd",China,Anhui,243000,Hall 22,860,Railway Technology,"Anhui Gangtai Rail Transit Technology Group Co., Ltd. was founded in October 2002. It is a full-industry-chain system integration service provider deeply engaged in the domestic rail transit industry for years, featuring mature global business layout and solid industrial strength. Gangtai has been g",1220342
"ANHUI TELMA TECHNOLOGY CO., LTD.",China,Xuancheng,242000,Hall 5.1,473,Interiors,"Focus on core industries, Telma Tech is striving to become the world's leading provider of overall solutions for high-performance composite materials. With green new materials, we will work together to build a better global village for mankind.",1220401
"Anping Jinlong Vehicle Equipment Co., Ltd",China,Hebei,053600,Hall 1.1,790,Public Transport,"Anping Jinlong Vehicle Equipment Co., Ltd. is a high-tech and specialized enterprise specializing in the R&D, production and supporting services of high-end special glass for rail transit.",1002482
ANRO GRAVITAS LTD.,Hungary,Szeged,6721,Hall 11.2,200,Public Transport,,1211754
Antonics GmbH,Germany,Velten,16727,Hall 4.1,860,Railway Technology,"Antonics is a leading German developer and producer of cutting-edge antenna system technology. As a pioneer in multiband train antennas, the company delivers high-performance antenna solutions for buses and rail vehicles. Based in Velten, near Berlin, Antonics GmbH is at the forefront of innova",1002525
"ANTS Co., Ltd.",South Korea,Haeundae-gu,48069,Hall 27,755,Railway Technology,"ANTS Co., Ltd. develops and supplies advanced rolling stock technologies. Key products include PA/PIS/CCTV systems, HVAC controllers, LCD and LED displays, and tachometers. The company serves global markets, including the US, Brazil, Indonesia, Hong Kong, Turkey, etc.",1207768
"Anyang General International Co., Ltd.",China,Anyang,455000,Hall 9,283,Railway Infrastructure,"AGICO is specialized in railway products, operating under the ISO9001 quality management system. The products include various fishplates, high-speed and subway fastening systems, composite sleepers etc.We ensure international standards and customized solutions, serving clients in over 30 countries.",1002546
"Anyang Railway Equipment Co., Ltd.",China,Henan,455000,Hall 26,515,Railway Infrastructure,"Our company's main products include rail clips, rail spikes, bolts, nuts, tie plates, elastic pads, section steel, rail clamps, joint bars, rubber products, nylon products, synthetic products,and plastic products, brake shoes, and other more than 100 kinds of railway products.",1002547
"ANYTECH Co., Ltd.",South Korea,Suwon-si,16681,Hall 11.2,150,Railway Technology,"- Air quality improvement device for railway vehicles

- Central control system for air quality improvement device",1113242
AOC AG,Switzerland,Schaffhausen,8200,Hall 3.1,345,Public Transport,,1226296
Aon,United States of America,Washington,DC 20006,"CityCube, Hall A",140,World Innovations; Railway Infrastructure,"Supporting rail and infrastructure leaders with data-driven insights and risk solutions to build resilience, accelerate investment, and power sustainable growth.",1220314
AP industrie,France,Ploërmel,56800,Hall 11.2,270,Public Transport,,1227031
APAR Industries Limited,India,Mumbai,400071,Hall 14.1,310,Railway Infrastructure,"How we do what we do


APAR Industries was started in 1958, in India. Over 60 years later, we have grown into a diversified billion dollar company, and expanded to over 140 countries as a highly trusted manufacturer and supplier of conductors, a wide variety of cables, speciality oils, polymers and",1002570
APCom,Poland,Czeladź,41-253,Outdoor Display,O/250,Railway Infrastructure,,1226628
Aplicaciones Mecanicas del Caucho S.A. (AMC MECANOCAUCHO),Spain,ASTEASU,20159,Hall 9,652,Railway Technology,"AMC-MECANOCAUCHO: Manufacturer of Anti Vibration Mounts, Rubber Mounts, AV Mounts, Rubber Engine Mounts.",1219038
Apollo Heat Exchangers Pvt.Ltd.,India,Boisar,401506,Hall 20,630,Railway Infrastructure,"Apollo Group -  Progressive | Adaptive | Innovative
Apollo Heat Exchangers caters flux-less Vacuum Brazed Cooling Units to all industrial segments including Railway, Defense, Cryogenics, Power electronics, Power transformers, Earth moving and other construction & mining industry.",1002623
Applus+ Laboratories,Spain,Bellaterra,08193,"CityCube, Hall A",450,Railway Technology,"We're Applus+ Laboratories, a division of the Applus+ Group that provides testing and certification to improve the competitiveness of our client products and encourage innovation.",1021234
Aprixon Information Services GmbH,Germany,Hamburg,20537,"CityCube, Hall B",100,Railway Technology,"We are the specialists for the digitalization of rail freight services. ECHO is the software suite that Aprixon has developed for rail freight services. Our customers are shippers, workshops, ECM, railway undertaking and rail forwarder.",1002651
